source,component,s_tor,rho_tor,dT_phi_ds_N_m,cumulative_T_phi_N_m
mars_native_staggered,vacuum,0.01808804395195005,0.13449179882784695,0.00017322098781946536,-4.393680714687299e-06
mars_native_staggered,vacuum,0.01990113744773817,0.14107139131566743,7.5417207327325475e-06,-4.379676715743419e-06
mars_native_staggered,vacuum,0.021801884413277003,0.1476546118930154,-0.0005080569152732307,-5.3676560842989965e-06
mars_native_staggered,vacuum,0.02379045729663574,0.15424155502534245,3.12207138383657e-05,-5.3041992852763875e-06
mars_native_staggered,vacuum,0.025866973129083808,0.1608321271670676,0.00037812512258849756,-4.50238144502979e-06
mars_native_staggered,vacuum,0.028031487511528015,0.16742606580675548,-0.000521115520988771,-5.653275214888243e-06
mars_native_staggered,vacuum,0.030284071885262172,0.17402319352678874,-6.455142694049454e-05,-5.8015272034713086e-06
mars_native_staggered,vacuum,0.03262483188392654,0.1806234533052852,-3.6553895207797364e-05,-5.8887035175430845e-06
mars_native_staggered,vacuum,0.0350538257694524,0.1872266694930303,0.00038980258817558177,-4.924676086862883e-06
mars_native_staggered,vacuum,0.03757109312669024,0.1938326420567244,7.341269979864687e-05,-4.73663550150408e-06
mars_native_staggered,vacuum,0.040176693753521175,0.2004412476351142,-0.0006959283800076232,-6.5806951087547995e-06
mars_native_staggered,vacuum,0.04287068408203963,0.20705237038498167,0.0005780217373520634,-4.99795768791304e-06
mars_native_staggered,vacuum,0.04565312016368821,0.21366590781799563,0.0007075481630933652,-2.9979489096993917e-06
mars_native_staggered,vacuum,0.0485240577995049,0.22028176910381145,0.0004252514459618449,-1.7582558235758387e-06
mars_native_staggered,vacuum,0.05148356022293118,0.2268998903105314,-0.0005576528062463271,-3.4333359329231314e-06
mars_native_staggered,vacuum,0.054531733393736556,0.23352030617001288,-2.8455783888309398e-05,-3.5213366301049154e-06
mars_native_staggered,vacuum,0.05766864666297616,0.24014297129621795,-0.0002239623428685409,-4.233824644512613e-06
mars_native_staggered,vacuum,0.06089442560349297,0.24676795902931356,-0.0006558224974003464,-6.378543253132939e-06
mars_native_staggered,vacuum,0.06420929220067112,0.25339552521832565,-2.739771998954661e-05,-6.470584802746183e-06
mars_native_staggered,vacuum,0.06761342955548495,0.2600258247857027,0.00040310335264473446,-5.080356107405019e-06
mars_native_staggered,vacuum,0.07110698892028194,0.26665893744684793,0.00023307103479494354,-4.2556798836702315e-06
mars_native_staggered,vacuum,0.07469008017476123,0.27329485940054055,-0.000612449666303189,-6.477572737017433e-06
mars_native_staggered,vacuum,0.07836279856798756,0.2799335609890096,-0.0003892566550533573,-7.924657118976221e-06
mars_native_staggered,vacuum,0.08212523731624828,0.28657501167451477,0.00038446618225925427,-6.4608717150821404e-06
mars_native_staggered,vacuum,0.08597746704028522,0.2932191450780205,0.0007403980357451224,-3.575436588700816e-06
mars_native_staggered,vacuum,0.08991956480783639,0.2998659113801307,-0.0006250503350504489,-6.067546712111626e-06
mars_native_staggered,vacuum,0.0939515463467128,0.3065151649538939,4.1617227331092723e-05,-5.897877105813184e-06
mars_native_staggered,vacuum,0.09807331325845403,0.3131665902653954,-2.075861728355613e-05,-5.9843704970184965e-06
mars_native_staggered,vacuum,0.10228498018193376,0.3198202310391476,-0.00019588703903732915,-6.818204424274834e-06
mars_native_staggered,vacuum,0.10658676810114756,0.326476290258799,0.0005329836833375291,-4.5013947957335175e-06
mars_native_staggered,vacuum,0.1109787543285336,0.33313473899990315,-0.0005970294244820687,-7.150476814517983e-06
